instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,cf_flip_verified,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
mnli_validation_matched_0000,mnli,openai/gpt-oss-120b:free,neutral,contradiction,0.9,False,False,55,2,,,,,,,,,,,False,,False,False,False,False,0,0
mnli_validation_matched_0001,mnli,openai/gpt-oss-120b:free,neutral,neutral,0.85,True,False,299,43,5d436fd01abbdb0b,0.14285714285714285,,0.6,,0.3333333333333333,,-0.33333333333333337,0.3333333333333333,0.35873015873015873,False,,True,True,False,True,1,1
mnli_validation_matched_0002,mnli,openai/gpt-oss-120b:free,entailment,entailment,0.95,True,False,302,37,ed542e8118eca549,0.6666666666666666,0.2,0.6666666666666666,0.2,1.0,0.2,0.3333333333333334,0.6666666666666667,0.48888888888888893,True,contradiction,True,True,True,True,4,1
mnli_validation_matched_0003,mnli,openai/gpt-oss-120b:free,contradiction,contradiction,0.95,True,False,313,37,fd7769715006e52e,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,,,0.38888888888888884,True,entailment,True,True,True,True,4,0
mnli_validation_matched_0004,mnli,openai/gpt-oss-120b:free,entailment,entailment,0.95,True,False,308,38,b34d47449d2d0db3,1.0,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.07692307692307693,1.0,1.0,0.36752136752136755,True,neutral,True,True,True,True,3,1
mnli_validation_matched_0005,mnli,openai/gpt-oss-120b:free,contradiction,contradiction,0.95,True,False,290,42,2f89b9a7a4a49b69,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,True,entailment,True,True,True,True,3,0
mnli_validation_matched_0006,mnli,openai/gpt-oss-120b:free,neutral,neutral,0.85,True,False,287,39,f92a3adae42b6d61,0.42857142857142855,,0.42857142857142855,,1.0,,1.0,1.0,0.6190476190476191,False,neutral,True,True,False,True,3,3
mnli_validation_matched_0007,mnli,openai/gpt-oss-120b:free,contradiction,contradiction,0.95,True,False,291,35,728037a82366269d,0.3333333333333333,,0.8,,0.5,,0.3333333333333334,0.6666666666666667,0.5444444444444444,False,,True,True,False,True,2,2
mnli_validation_matched_0008,mnli,openai/gpt-oss-120b:free,entailment,neutral,0.8,False,False,57,2,,,,,,,,,,,False,,False,False,False,False,0,0
ag_news_test_0000,ag_news,openai/gpt-oss-120b:free,Business,Business,0.92,True,False,303,33,6158484b6651713a,0.125,,0.25,,0.5,,,,0.2916666666666667,False,Business,True,True,False,True,1,1
ag_news_test_0001,ag_news,openai/gpt-oss-120b:free,World,World,0.92,True,False,311,40,508b76f724cb3bc4,0.42857142857142855,,0.6666666666666666,,0.42857142857142855,,,,0.5079365079365079,False,World,True,True,False,True,3,3
ag_news_test_0002,ag_news,openai/gpt-oss-120b:free,World,World,0.92,True,False,306,37,8b17fb3cdddebeb7,0.42857142857142855,,0.6666666666666666,,0.6666666666666666,,,,0.5873015873015873,False,World,True,True,False,True,3,3
ag_news_test_0003,ag_news,openai/gpt-oss-120b:free,Sci/Tech,Sci/Tech,0.92,True,False,300,31,1662f7e986ec19ce,1.0,,1.0,,1.0,,0.33333333333333337,0.6666666666666667,1.0,False,Sci/Tech,True,True,False,True,5,5
ag_news_test_0004,ag_news,openai/gpt-oss-120b:free,Business,Business,0.7,True,False,293,65,8a64396178009ff8,0.25,,0.6666666666666666,,0.42857142857142855,,0.3333333333333334,0.6666666666666667,0.4484126984126984,False,Business,True,True,False,True,2,2
ag_news_test_0005,ag_news,openai/gpt-oss-120b:free,Sci/Tech,Sci/Tech,0.7,True,False,323,34,ce6a7f2c178e4783,0.8,0.0,0.8,0.0,0.6666666666666666,0.0,1.0,1.0,0.37777777777777777,True,World,True,True,True,True,4,0
ag_news_test_0006,ag_news,openai/gpt-oss-120b:free,Sports,Sports,0.92,True,False,297,37,265eb84f94f4d713,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,0.6666666666666666,False,Sports,True,True,False,True,4,4
ag_news_test_0007,ag_news,openai/gpt-oss-120b:free,Sports,Sports,0.99,True,False,311,37,41f4d8d8e7436a00,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,0.6666666666666666,False,Sports,True,True,False,True,3,3
