instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,overlap_H_R,overlap_H_CF,overlap_H_RO,overlap_R_CF,overlap_R_RO,overlap_CF_RO,rbo_H_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,ecs_extraction_rationale,ecs_extraction_perturbation,ecs_primary_pairs,cf_flip_verified,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
mnli_validation_matched_0000,mnli,llama-3.3-70b-versatile,neutral,contradiction,0.0,False,False,388,113,d5633a126ae8c423,0.5,0.2,,0.2,,,0.6666666666666666,0.3333333333333333,,0.3333333333333333,,,,,,0.3,0.5,0.2,2,True,entailment,True,True,True,False,0,0
mnli_validation_matched_0001,mnli,llama-3.3-70b-versatile,neutral,neutral,0.0,True,False,392,142,9c46ed5be80cbed9,0.25,0.25,,0.0,,,1.0,1.0,,0.0,,,,,,0.16666666666666666,0.25,0.25,2,True,contradiction,True,True,True,False,0,0
mnli_validation_matched_0002,mnli,llama-3.3-70b-versatile,entailment,entailment,0.0,True,False,395,108,3aaebb0a45f286c3,0.42857142857142855,0.2,0.6666666666666666,0.0,0.6666666666666666,0.2,0.6,1.0,0.8,0.0,0.8,1.0,0.30616299999999996,0.3333333333333334,0.6666666666666667,0.299047619047619,0.42857142857142855,0.2,2,True,contradiction,True,True,True,True,4,0
mnli_validation_matched_0003,mnli,llama-3.3-70b-versatile,contradiction,contradiction,0.0,True,False,406,123,9603de0e31d8f629,0.5,0.16666666666666666,0.8,0.0,0.4,0.14285714285714285,1.0,0.3333333333333333,1.0,0.0,1.0,0.3333333333333333,0.11646899999999998,,,0.2419047619047619,0.5,0.16666666666666666,2,True,entailment,True,True,True,True,3,0
mnli_validation_matched_0004,mnli,llama-3.3-70b-versatile,entailment,entailment,0.0,True,False,401,117,2ca9e2aad190469d,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,1.0,0.16169399999999998,,,0.26666666666666666,0.3333333333333333,0.3333333333333333,2,True,contradiction,True,True,True,True,2,0
mnli_validation_matched_0005,mnli,llama-3.3-70b-versatile,contradiction,contradiction,0.0,True,False,383,81,18b3b8ffa674b363,,0.0,,,,,,0.0,,,,,,,,,,,0,True,entailment,True,False,True,False,0,0
mnli_validation_matched_0006,mnli,llama-3.3-70b-versatile,neutral,entailment,0.0,False,False,380,89,fba612cac83b9a15,,0.4,0.8333333333333334,,,0.3333333333333333,,1.0,1.0,,,1.0,0.2773405,,,0.3666666666666667,,0.4,1,True,contradiction,True,False,True,True,2,2
mnli_validation_matched_0007,mnli,llama-3.3-70b-versatile,contradiction,contradiction,0.0,True,False,384,79,793a8d1dda9ca3e0,,0.3333333333333333,0.6,,,0.14285714285714285,,0.5,0.75,,,0.25,0.3380409999999999,,,0.23809523809523808,,0.3333333333333333,1,True,entailment,True,False,True,True,1,1
mnli_validation_matched_0008,mnli,llama-3.3-70b-versatile,entailment,entailment,0.0,True,False,390,115,9f4a45e5e4e37481,0.16666666666666666,0.0,0.42857142857142855,0.0,0.4,0.0,0.5,0.0,0.6,0.0,1.0,0.0,0.013121999999999998,,,0.11333333333333333,0.16666666666666666,0.0,2,True,contradiction,True,True,True,True,1,0
ag_news_test_0000,ag_news,llama-3.3-70b-versatile,Business,Business,0.0,True,False,396,112,d9cc2f1c2a401c2a,,,,,0.0,,,,,,0.0,,,,,,,,0,False,,False,True,False,True,0,0
ag_news_test_0001,ag_news,llama-3.3-70b-versatile,World,World,0.0,True,False,404,143,34f8f0bbd178d7da,0.3333333333333333,0.0,0.25,0.0,0.6,0.0,0.6666666666666666,0.0,0.4,0.0,1.0,0.0,0.03134699999999999,,,0.18666666666666668,0.3333333333333333,0.0,2,True,Sports,True,True,True,True,2,0
ag_news_test_0002,ag_news,llama-3.3-70b-versatile,World,World,0.0,True,False,399,120,d1c55024370f2e12,,,0.5,,,,,,0.75,,,,0.03134699999999999,,,,,,0,False,World,True,False,False,True,0,0
ag_news_test_0003,ag_news,llama-3.3-70b-versatile,Sci/Tech,Sci/Tech,0.0,True,False,393,119,362cc0a1227d48a0,0.14285714285714285,0.0,1.0,0.0,0.14285714285714285,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,0.12959099999999998,,,0.05714285714285714,0.14285714285714285,0.0,2,True,Business,True,True,True,True,1,0
ag_news_test_0004,ag_news,llama-3.3-70b-versatile,Business,Sci/Tech,0.0,False,False,386,98,3aa17e5b8e6b2bae,0.14285714285714285,0.2,0.42857142857142855,0.0,0.14285714285714285,0.2,0.3333333333333333,1.0,0.6,0.0,0.3333333333333333,1.0,0.11646899999999998,,,0.13714285714285715,0.14285714285714285,0.2,2,True,Sports,True,True,True,True,2,0
ag_news_test_0005,ag_news,llama-3.3-70b-versatile,Sci/Tech,World,0.0,False,False,416,179,4bca8da7ad03dac3,0.25,0.14285714285714285,0.2857142857142857,0.25,0.2,0.5,1.0,0.25,0.5,1.0,1.0,0.75,0.013121999999999998,,,0.26857142857142857,0.25,0.14285714285714285,2,True,Business,True,True,True,True,1,1
ag_news_test_0006,ag_news,llama-3.3-70b-versatile,Sports,Sports,0.0,True,False,390,103,1ed0148e7838e3a9,,,0.42857142857142855,,,,,,0.6,,,,0.0,,,,,,0,False,Sports,True,False,False,True,0,0
ag_news_test_0007,ag_news,llama-3.3-70b-versatile,Sports,Sports,0.0,True,False,404,134,97373d2318f574eb,0.0,,0.2857142857142857,,0.2,,0.0,,0.5,,1.0,,0.10334699999999997,,,0.1,0.0,,1,False,Sports,True,True,False,True,0,0
