instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,overlap_H_R,overlap_H_CF,overlap_H_RO,overlap_R_CF,overlap_R_RO,overlap_CF_RO,rbo_H_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,ecs_overlap,ecs_random,ecs_lift,ecs_random_weighted,ecs_lift_weighted,ecs_extraction_rationale,ecs_extraction_perturbation,ecs_primary_pairs,ecs_adj,ecs_adj_er,ecs_adj_ep,ecs_adj_rp,ecs_adj_n_components,ecs_adj_complete,n_degenerate_pairs,cf_flip_verified,cf_valid_first_attempt,cf_corrected,ro_self_corrected,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
sst2_validation_000787,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,994,311,f5043880e0e87da9,0.5,0.2,0.5,0.5,1.0,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.2616939999999999,,,0.54,0.6666666666666666,0.30585000000000034,0.2341499999999997,0.31125000000000097,0.22874999999999907,0.75,0.35,4,0.3306010928961749,0.6413934426229508,0.06762295081967218,0.2827868852459017,3,True,0,True,True,False,False,positive,True,True,True,True,3,1
sst2_validation_000275,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,939,292,810cf2c2d7411208,0.6,,1.0,,0.6,,1.0,,1.0,,1.0,,0.32004099999999996,,,0.6,1.0,0.33025000000000415,0.2697499999999958,0.3867809523809599,0.2132190476190401,0.6,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
sst2_validation_000370,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,1237,422,5f2f6aa550d2b1ad,0.5,1.0,0.6,0.5,0.5,0.6,1.0,1.0,0.75,1.0,1.0,0.75,0.26604099999999997,,,0.62,0.95,0.17385714285714227,0.44614285714285773,0.17986952380952345,0.4401304761904765,0.5,0.8,4,0.9146845915201655,1.0,0.7440537745604964,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,2
sst2_validation_000513,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1356,495,66ffc0207e802d03,,0.1,0.2222222222222222,,,0.42857142857142855,,0.2,0.4,,,0.6,0.10937699999999999,,,0.2642857142857143,0.4,0.21011994047619123,0.05416577380952306,0.21205922619047723,0.052226488095237056,,0.2642857142857143,2,0.04698025420359066,,0.04698025420359066,,1,False,0,True,True,False,False,positive,True,False,True,True,1,1
sst2_validation_000490,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1102,266,0c218aeb19dc66ba,0.75,0.3333333333333333,0.5,0.25,0.75,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.25367499999999993,,,0.4833333333333333,1.0,0.44926666666666454,0.03406666666666874,0.45216666666666433,0.031166666666668952,0.75,0.3333333333333333,4,,,,,0,False,5,True,True,False,True,positive,True,True,True,True,2,1
sst2_validation_000666,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1049,312,79fdd572735f0aa0,0.6666666666666666,0.3333333333333333,1.0,0.5,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.36504099999999995,,,0.5,1.0,0.11312500000000011,0.38687499999999986,0.1198166666666669,0.3801833333333331,0.6666666666666666,0.3333333333333333,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,2,1
sst2_validation_000172,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1125,385,0675cacee9d191d2,0.5,0.16666666666666666,1.0,0.0,0.5,0.16666666666666666,1.0,0.3333333333333333,1.0,0.0,1.0,0.3333333333333333,0.17938799999999996,-0.3333333333333334,0.33333333333333326,0.26666666666666666,0.5333333333333333,0.21429333333333195,0.052373333333334715,0.234101666666664,0.032565000000002675,0.5,0.16666666666666666,4,0.14769585253456216,1.0,-0.18548387096774202,-0.37142857142857155,3,True,0,True,True,False,False,negative,True,True,True,True,3,0
sst2_validation_000117,sst2,eu.amazon.nova-pro-v1:0,positive,negative,0.7,False,False,1173,439,46ae3cfd28059e31,0.16666666666666666,0.4,0.6,0.2,0.16666666666666666,0.4,0.3333333333333333,0.6666666666666666,0.75,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.26604099999999997,,,0.26666666666666666,0.4666666666666666,0.15380666666666623,0.11286000000000043,0.15631333333333294,0.11035333333333372,0.16666666666666666,0.4,4,0.16609762340756493,0.016975308641975294,0.4101851851851852,0.0711323763955343,3,True,0,True,True,False,False,positive,True,True,True,True,3,0
sst2_validation_000027,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,1072,374,fd4efe262a8ab2d5,0.3333333333333333,,0.3333333333333333,,1.0,,0.5,,0.5,,1.0,,0.11669399999999998,,,0.6666666666666666,0.75,0.2422666666666688,0.42439999999999783,0.25022857142857313,0.4164380952380935,0.6666666666666666,,2,0.5603517186250999,0.5603517186250999,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000341,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1100,401,7d350612e8166ceb,0.5,0.25,0.6,0.5,0.5,0.25,1.0,1.0,0.75,1.0,1.0,1.0,0.3511629999999999,0.6666666666666669,0.8333333333333335,0.4,1.0,0.1175349999999988,0.28246500000000124,0.12017499999999874,0.27982500000000127,0.5,0.25,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,2,1
sst2_validation_000040,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1053,376,5ee44e8753f7e030,0.75,0.4,0.5,0.6,0.75,0.4,1.0,0.6666666666666666,0.6666666666666666,0.75,1.0,0.6666666666666666,0.3380409999999999,,,0.58,0.8166666666666667,0.309542380952379,0.27045761904762095,0.31373666666666383,0.2662633333333361,0.75,0.4,4,0.5359001594085097,1.0,0.22834645669291334,0.3793540215326156,3,True,0,True,True,False,False,negative,True,True,True,True,4,1
sst2_validation_000017,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1286,500,73186111ec0d671a,0.42857142857142855,,0.375,,0.125,,0.75,,0.6,,0.25,,0.24599349999999998,,,0.2767857142857143,0.5,0.21338263888888692,0.06340307539682738,0.21363035714285494,0.06315535714285936,0.2767857142857143,,2,0.16664610188977508,0.16664610188977508,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
sst2_validation_000841,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,1363,459,d47cffc9f83af150,0.4,0.75,0.5,0.6,0.4,0.4,0.6666666666666666,1.0,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.19304099999999996,,,0.51,0.7499999999999999,0.3621290476190432,0.14787095238095682,0.36950142857142376,0.14049857142857625,0.4,0.575,4,0.3333601410083708,0.12811387900355886,0.5640569395017794,0.307909604519774,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000014,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1154,421,3e6f36d1fe5697e4,0.5714285714285714,0.4,0.6666666666666666,0.14285714285714285,0.5714285714285714,0.16666666666666666,0.8,1.0,0.8,0.5,0.8,0.5,0.30616299999999996,0.3333333333333334,0.6666666666666667,0.3704761904761905,0.72,0.17922444444444524,0.19125174603174527,0.18728337301587356,0.18319281746031696,0.5714285714285714,0.2833333333333333,4,0.3939817773661373,0.5464618172831369,0.5736278447121821,0.06185567010309278,3,True,0,True,True,False,False,positive,True,True,True,True,4,1
sst2_validation_000114,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.8,True,False,1627,833,588cb4117fcbaa87,0.6,,0.6666666666666666,,0.6,,1.0,,0.8,,1.0,,0.30616299999999996,1.0,1.0,0.6,1.0,0.2272714285714306,0.3727285714285694,0.23030476190476445,0.3696952380952355,0.6,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
sst2_validation_000223,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.8,True,False,1313,423,113581c0ab8fd82d,0.3333333333333333,0.2,0.5,0.0,0.3333333333333333,0.2,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.2616939999999999,,,0.21333333333333332,0.5333333333333333,0.17836666666666579,0.034966666666667534,0.1809066666666661,0.032426666666667214,0.3333333333333333,0.2,4,0.10682730923694776,1.0,-0.07951807228915664,-0.6000000000000001,3,True,0,True,True,False,False,negative,True,True,True,True,1,0
sst2_validation_000110,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,881,261,2a3321bdebdfe7a3,0.6,,1.0,,0.6,,1.0,,1.0,,1.0,,0.26504099999999997,,,0.6,1.0,0.46853333333334723,0.13146666666665274,0.47093333333334764,0.12906666666665234,0.6,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
sst2_validation_000402,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,1121,396,af3cf9f8cd15b825,0.25,0.5,0.3333333333333333,0.1,0.25,0.5,0.5,0.75,0.5,0.2,0.5,0.75,0.3066939999999999,,,0.32,0.54,0.20507785714285642,0.11492214285714358,0.2130625793650788,0.1069374206349212,0.25,0.5,4,0.12736742112601382,0.09987565001130458,0.5092449922958397,-0.22701837892910287,3,True,0,True,True,False,False,positive,True,True,True,True,2,1
sst2_validation_000381,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1204,461,7bcb4caa89aab762,0.3076923076923077,,0.25,,0.4166666666666667,,0.8,,0.4,,1.0,,0.11669399999999998,,,0.3621794871794872,0.9,0.31066575091574977,0.05151373626373745,0.3160926739926722,0.04608681318681501,0.3621794871794872,,2,0.4790644422636576,0.4790644422636576,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000596,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1351,389,32c246d7af31f742,0.25,0.2,0.5,0.25,0.25,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.5,0.6666666666666666,0.09044999999999999,,,0.29,0.5,0.1969299999999984,0.09307000000000157,0.20590999999999857,0.08409000000000141,0.25,0.35,4,0.14857142857142855,0.14285714285714282,0.16,0.14285714285714282,3,True,0,True,True,False,True,positive,True,True,True,True,2,0
sst2_validation_000253,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,1553,703,8fc5af0786ea6624,,,0.6666666666666666,,,,,,0.8,,,,0.22438799999999995,0.0,0.5,,,,,,,,,0,,,,,0,False,0,False,False,False,False,negative,True,False,False,True,0,0
sst2_validation_000348,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1088,260,ffa8f30bdbd6b252,0.6666666666666666,0.3333333333333333,0.5,0.5,0.25,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.25367499999999993,,,0.4166666666666667,0.9,0.33689166666666187,0.07977500000000481,0.3464833333333281,0.0701833333333386,0.4583333333333333,0.3333333333333333,4,0.5,0.0,,1.0,2,False,2,True,True,False,True,positive,True,True,True,True,1,1
sst2_validation_000298,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,990,285,2fe04b884084f370,0.2,0.25,0.5,0.25,0.5,0.25,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.11669399999999998,,,0.29,0.5,0.31672166666666834,-0.026721666666668364,0.32735500000000217,-0.03735500000000219,0.35,0.25,4,-0.06584503024078524,-0.023622047244094543,-0.08695652173913059,-0.08695652173913059,3,True,0,True,True,False,False,positive,True,True,True,True,2,0
sst2_validation_000034,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1353,389,2e436dae4b8b6134,0.3333333333333333,0.5,0.5,0.0,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.19867499999999996,,,0.26666666666666666,0.4666666666666666,0.20874000000000045,0.05792666666666621,0.20670666666666718,0.059959999999999486,0.16666666666666666,0.5,4,-0.11407103825136611,0.125,0.2827868852459017,-0.75,3,True,0,True,True,False,True,positive,True,True,True,True,2,0
sst2_validation_000534,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1092,254,80b1413c5f99b625,0.75,0.3333333333333333,0.5,0.25,0.75,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.25367499999999993,,,0.4833333333333333,1.0,0.44926666666666454,0.03406666666666874,0.45166666666666433,0.03166666666666895,0.75,0.3333333333333333,4,,,,,0,False,5,True,True,False,True,negative,True,True,True,True,2,1
sst2_validation_000514,sst2,eu.amazon.nova-pro-v1:0,positive,negative,0.8,False,False,1287,489,9fda4e4541b1a582,0.5,0.5,0.6666666666666666,1.0,0.5,0.5,0.75,0.75,0.8,1.0,0.75,0.75,0.27916299999999994,0.3333333333333334,0.6666666666666667,0.6,0.8,0.18351619047618972,0.41648380952381026,0.1895607142857134,0.41043928571428656,0.5,0.5,4,0.6728299948638932,0.5092449922958397,0.5092449922958397,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,3
sst2_validation_000179,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1085,271,f2372e9b7e6e74df,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.27099999999999996,,,0.4666666666666666,1.0,0.335566666666669,0.1310999999999976,0.34036666666666904,0.12629999999999758,0.3333333333333333,0.3333333333333333,4,1.0,,,1.0,1,False,4,True,True,False,True,negative,True,True,True,True,1,1
sst2_validation_000016,sst2,eu.amazon.nova-pro-v1:0,positive,negative,0.9,False,False,1036,331,e9bbc86998c22d36,0.75,0.16666666666666666,0.2,0.3333333333333333,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.21646899999999997,,,0.41,0.6333333333333333,0.309542380952379,0.10045761904762096,0.3216542857142825,0.08834571428571747,0.575,0.2833333333333333,4,0.18363062438601127,0.6141732283464567,-0.028871391076115596,-0.03440996411230738,3,True,0,True,True,False,False,positive,True,True,True,True,3,0
sst2_validation_000839,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,928,272,29c425dfa74824ee,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.25,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,0.2616939999999999,,,0.6166666666666666,0.8333333333333333,0.31672166666666834,0.29994499999999824,0.32276500000000186,0.29390166666666473,0.75,0.4583333333333333,4,0.6876069839096198,0.6062992125984251,0.4565217391304347,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,1
sst2_validation_000555,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1160,422,d7f34f939a5edf65,,,,,0.4,,,,,,1.0,,,,,,,,,,,,,0,1.0,1.0,,,1,False,0,False,False,False,False,,False,True,False,True,0,0
sst2_validation_000397,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1070,372,369d6c27fe6093d3,0.6,,0.6,,0.3333333333333333,,0.75,,0.75,,0.5,,0.3380409999999999,,,0.4666666666666667,0.625,0.3655285714285772,0.10113809523808948,0.3618476190476246,0.1048190476190421,0.4666666666666667,,2,0.1724720287101541,0.1724720287101541,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000563,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1053,350,854f8474781121ea,0.2857142857142857,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.11669399999999998,,,0.45714285714285713,0.7999999999999999,0.2702978571428563,0.18684500000000082,0.2717899999999995,0.18535285714285765,0.39285714285714285,0.5,4,0.6070255326069279,0.46723044397463004,0.35384615384615387,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,2,2
sst2_validation_000723,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1083,358,5f9eba5d809bcaeb,0.6,0.5,0.5,0.6,0.6,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.129816,,,0.66,0.9333333333333332,0.2304933333333329,0.42950666666666715,0.23425142857142806,0.425748571428572,0.6,0.75,4,0.8957247132429614,1.0,0.6871741397288843,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,3,2
sst2_validation_000313,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,944,291,b7094d48f2d4d126,0.2,0.3333333333333333,0.5,0.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3066939999999999,,,0.21333333333333332,0.5333333333333333,0.17913333333333248,0.03420000000000084,0.18028666666666573,0.033046666666667585,0.2,0.3333333333333333,4,0.10682730923694776,-0.07951807228915664,1.0,-0.6000000000000001,3,True,0,True,True,False,False,negative,True,True,True,True,2,0
sst2_validation_000007,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,1433,338,bed5ce4a26311b72,0.2,,0.5,,0.2,,0.3333333333333333,,0.6666666666666666,,0.3333333333333333,,0.2986749999999999,,,0.2,0.3333333333333333,0.3629500000000034,-0.16295000000000337,0.65,-0.45,0.2,,2,-0.2598425196850394,-0.2598425196850394,,,1,False,0,False,False,False,True,negative,True,True,False,True,1,1
sst2_validation_000474,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1139,300,aef980d489c56654,0.5,0.6666666666666666,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,0.18067499999999997,,,0.5166666666666666,0.7666666666666666,0.530899999999996,-0.014233333333329434,0.5275416666666629,-0.010874999999996304,0.5,0.6666666666666666,4,-0.11111111111111109,-0.3333333333333333,1.0,-1.0,3,True,0,True,True,False,True,positive,True,True,True,True,3,1
sst2_validation_000816,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1472,556,5e2ac256a766b748,0.5,0.4,0.3333333333333333,0.25,0.5,0.16666666666666666,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.24781599999999998,,,0.36333333333333334,0.7,0.17188833333333245,0.1914450000000009,0.17506166666666578,0.18827166666666756,0.5,0.2833333333333333,4,0.4481834223147226,1.0,0.14396887159533078,0.2005813953488372,3,True,0,True,True,False,False,negative,True,True,True,True,2,1
sst2_validation_000093,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,1079,355,3a8ea3a49d340287,0.6,0.6666666666666666,0.5,0.4,0.6,0.25,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.31981599999999993,,,0.5033333333333333,0.9,0.4603249999999967,0.04300833333333659,0.46189166666666337,0.04144166666666993,0.6,0.4583333333333333,4,0.3421052631578947,,0.3421052631578947,,1,False,3,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000451,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1426,567,fc681dbdfdf00bf6,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.14285714285714285,0.4,0.5714285714285714,1.0,1.0,0.0,0.4,1.0,0.3017140714285714,0.39999999999999997,0.7,0.22285714285714286,0.5942857142857143,0.14554062755871489,0.07731651529842798,0.1484940453174269,0.07436309753971596,0.21428571428571427,0.34285714285714286,4,0.4558162786869579,-0.08836744262608417,1.0,,2,False,1,True,True,False,False,negative,True,True,True,True,4,0
sst2_validation_000445,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,956,306,72e1b4ebcac0da9b,0.2,0.3333333333333333,0.2,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,0.24781599999999998,,,0.44000000000000006,0.8666666666666666,0.24618000000000087,0.1938199999999992,0.27291333333333406,0.167086666666666,0.6,0.3333333333333333,4,0.7900262467191602,0.3700787401574803,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,1,1
sst2_validation_000256,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,912,242,78e4b01c4a605f0c,0.5,0.25,0.2,0.25,0.2,0.25,0.6666666666666666,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.10281599999999999,,,0.29,0.5,0.31672166666666834,-0.026721666666668364,0.32319333333333533,-0.03319333333333535,0.35,0.25,4,-0.06584503024078524,-0.023622047244094543,-0.08695652173913059,-0.08695652173913059,3,True,0,True,True,False,False,positive,True,True,True,True,1,0
sst2_validation_000390,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1038,325,e904f9392f0d5558,0.6,,1.0,,0.6,,1.0,,1.0,,1.0,,0.18067499999999997,,,0.6,1.0,0.38741904761905555,0.21258095238094443,0.4690666666666806,0.13093333333331936,0.6,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
sst2_validation_000669,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1050,353,c90267a71ead8e55,0.4,0.6666666666666666,0.5,0.2,0.4,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.6666666666666666,1.0,0.3380409999999999,,,0.4666666666666666,0.7666666666666666,0.21174999999999938,0.25491666666666724,0.2204433333333323,0.24622333333333432,0.4,0.6666666666666666,4,0.43563049853372426,0.2887096774193548,1.0,0.01818181818181812,3,True,0,True,True,False,False,negative,True,True,True,True,2,1
sst2_validation_000002,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1078,355,377d543f54e8f7f1,0.5,0.0,0.3333333333333333,0.0,0.2,0.14285714285714285,1.0,0.0,0.5,0.0,0.5,0.25,0.14781599999999995,,,0.16857142857142854,0.35,0.1903366666666657,-0.02176523809523717,0.20160952380952285,-0.03303809523809431,0.35,0.07142857142857142,4,-0.03875629655006154,0.5634920634920635,-0.22473449811579305,-0.45502645502645506,3,True,0,True,True,False,False,negative,True,True,True,True,1,0
