instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,overlap_H_R,overlap_H_CF,overlap_H_RO,overlap_R_CF,overlap_R_RO,overlap_CF_RO,rbo_H_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,ecs_overlap,ecs_random,ecs_lift,ecs_random_weighted,ecs_lift_weighted,ecs_extraction_rationale,ecs_extraction_perturbation,ecs_primary_pairs,ecs_adj,ecs_adj_er,ecs_adj_ep,ecs_adj_rp,ecs_adj_n_components,ecs_adj_complete,n_degenerate_pairs,cf_flip_verified,cf_valid_first_attempt,cf_corrected,ro_self_corrected,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
sst2_validation_000312,sst2,eu.amazon.nova-pro-v1:0,negative,positive,0.85,False,False,1260,422,c4f7026cf0a8528a,0.6,,,,,,1.0,,,,,,,,,,,,,,,,,0,1.0,1.0,,,1,False,0,True,True,False,False,negative,True,True,False,False,0,0
sst2_validation_000498,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1102,357,5f77cecbddbdff28,,,,0.375,0.375,0.5,,,,1.0,1.0,0.6666666666666666,,,,0.4166666666666667,0.8888888888888888,0.28932592592592304,0.12734074074074364,,,0.375,0.5,2,0.35384615384615387,,0.35384615384615387,,1,False,2,True,True,False,False,negative,False,True,True,True,2,2
sst2_validation_000704,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,970,313,ea1645fe59cb3b1a,0.3333333333333333,,0.2,,0.3333333333333333,,1.0,,0.3333333333333333,,1.0,,0.10281599999999999,,,0.3333333333333333,1.0,0.2947333333333318,0.03860000000000152,0.375,-0.041666666666666685,0.3333333333333333,,2,,,,,0,False,2,False,False,False,False,,True,True,False,True,1,1
sst2_validation_000211,sst2,eu.amazon.nova-pro-v1:0,negative,positive,0.95,False,False,1786,601,feee7215259975eb,,,0.16666666666666666,,,,,,0.3333333333333333,,,,0.19022499999999995,,,,,,,,,,,0,,,,,0,False,0,False,False,False,False,positive,True,False,False,True,0,0
sst2_validation_000287,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1434,561,bed1fd6f76e1565c,0.5,0.1111111111111111,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.8,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.37234154285714277,,,0.2650793650793651,0.48,0.17884691197690997,0.08623245310245511,0.18385807359307163,0.08122129148629345,0.4642857142857143,0.12698412698412698,4,0.10491828909899127,0.4198644106592751,-0.09742444495555345,-0.007685098406747821,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000838,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,987,328,2412de35b11c862a,0.6666666666666666,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,,0.3333333333333333,0.5,0.13108333333333322,0.2022500000000001,0.13781249999999987,0.19552083333333345,0.3333333333333333,,2,0.375886524822695,0.375886524822695,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
sst2_validation_000474,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,914,262,aef980d489c56654,0.5,,0.5,,0.5,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,0.14399999999999996,,,0.5,0.6666666666666666,0.62975,-0.12975000000000003,0.62625,-0.12624999999999997,0.5,,2,-0.3333333333333333,-0.3333333333333333,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
sst2_validation_000536,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1101,356,d1cdbcd72ce18ca6,0.25,0.2857142857142857,0.4,0.2,0.3333333333333333,0.6,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.20844999999999997,,,0.3338095238095238,0.9,0.1548069047619048,0.17900261904761897,0.15806821428571455,0.17574130952380923,0.29166666666666663,0.44285714285714284,4,0.838036809815951,1.0,0.5141104294478528,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,2,1
sst2_validation_000253,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1554,727,8fc5af0786ea6624,0.4,,0.42857142857142855,,0.4,,1.0,,0.6,,1.0,,0.14781599999999995,,,0.4,1.0,0.15087499999999987,0.24912500000000015,0.15025833333333277,0.24974166666666725,0.4,,2,1.0,1.0,,,1,False,0,False,False,False,False,negative,True,True,False,True,2,2
sst2_validation_000438,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1425,621,033021dbf6989281,0.5,,0.625,,0.8,,1.0,,1.0,,1.0,,0.4134491276785714,0.7999999999999999,0.8999999999999999,0.65,1.0,0.14211030844155645,0.5078896915584435,0.14327002164501956,0.5067299783549805,0.65,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,4,4
sst2_validation_000018,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,896,275,9d30adc03789cc7c,0.5,0.25,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,1.0,0.05399999999999999,,,0.6166666666666666,0.8333333333333333,0.530899999999996,0.08576666666667054,0.5368249999999959,0.0798416666666707,0.75,0.4583333333333333,4,0.4444444444444445,0.33333333333333337,0.0,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,1
sst2_validation_000666,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1057,312,79fdd572735f0aa0,0.6666666666666666,0.25,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,1.0,1.0,0.14399999999999996,,,0.5166666666666666,0.8,0.1421833333333334,0.37448333333333317,0.14706666666666687,0.3695999999999997,0.6666666666666666,0.4583333333333333,4,0.6121339362618432,1.0,0.6002906976744186,0.23611111111111108,3,True,0,True,True,False,False,negative,True,True,True,True,2,1
sst2_validation_000723,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1090,374,5f9eba5d809bcaeb,0.6,0.5,0.5,0.6,0.6,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.17481599999999994,,,0.66,0.9333333333333332,0.2304933333333329,0.42950666666666715,0.23425142857142806,0.425748571428572,0.6,0.75,4,0.8957247132429614,1.0,0.6871741397288843,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,3,2
sst2_validation_000423,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,960,285,ec24084067e92b7a,0.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.27099999999999996,,,0.0,0.0,0.1683333333333325,-0.1683333333333325,0.1628333333333328,-0.1628333333333328,0.0,,2,-1.0,-1.0,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
sst2_validation_000436,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,899,241,aa8565930b325dea,0.6666666666666666,,1.0,,0.6666666666666666,,1.0,,1.0,,1.0,,0.18067499999999997,,,0.6666666666666666,1.0,0.35081249999999864,0.315854166666668,0.3703958333333311,0.29627083333333554,0.6666666666666666,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000665,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1526,346,3c96c3fc1045fafc,0.2,,0.3333333333333333,,0.5,,0.5,,0.5,,1.0,,0.21981599999999996,,,0.35,0.75,0.1719749999999966,0.17802500000000337,0.18769999999999623,0.16230000000000375,0.35,,2,0.5408163265306123,0.5408163265306123,,,1,False,0,False,False,False,False,positive,True,True,False,True,1,1
sst2_validation_000657,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1080,244,b68aba988a2aa373,0.6,0.6666666666666666,1.0,0.4,0.6,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.32567499999999994,,,0.5866666666666667,1.0,0.22794000000000114,0.35872666666666553,0.3291423809523843,0.2575242857142824,0.6,0.6666666666666666,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,2
sst2_validation_000361,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1698,334,53ae850b6f80a8dd,0.0,,0.4,,0.25,,0.0,,0.6666666666666666,,0.5,,0.20844999999999997,,,0.125,0.25,0.15162083333333176,-0.02662083333333176,0.17054583333333162,-0.04554583333333162,0.125,,2,-0.12722252983880894,-0.12722252983880894,,,1,False,0,False,False,False,True,negative,True,True,False,True,0,0
sst2_validation_000394,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1520,459,67a8763d00facc6b,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.37234154285714277,,,0.6095238095238095,1.0,0.10455571428571395,0.5049680952380955,0.1146828571428566,0.4948409523809529,0.7142857142857143,0.47619047619047616,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,3,2
sst2_validation_000228,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1073,243,121db9f475afa812,0.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.32567499999999994,,,0.26666666666666666,0.4,0.19655000000000025,0.07011666666666641,0.21046666666666694,0.05619999999999972,0.0,0.6666666666666666,4,0.11248246844319776,-0.44516129032258067,1.0,-0.21739130434782605,3,True,0,True,True,False,False,negative,True,True,True,True,2,0
sst2_validation_000188,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.99,True,False,1460,314,6c16dd54d427ba05,0.6666666666666666,,1.0,,0.6666666666666666,,1.0,,1.0,,1.0,,0.36504099999999995,,,0.6666666666666666,1.0,0.1798333333333335,0.4868333333333331,0.20493750000000055,0.4617291666666661,0.6666666666666666,,2,1.0,1.0,,,1,False,0,False,False,False,False,negative,True,True,False,True,2,2
sst2_validation_000513,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.85,True,False,1426,405,66ffc0207e802d03,0.125,0.14285714285714285,0.375,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6,0.0,0.0,0.5,0.36756549999999993,,,0.0869047619047619,0.26666666666666666,0.12301630952380907,-0.03611154761904717,0.12824392857142813,-0.04133916666666623,0.0625,0.15476190476190477,4,-0.07024570470325386,-0.20422963391807086,0.16565369196948143,-0.17216117216117216,3,True,0,True,True,False,False,positive,True,True,True,True,1,0
sst2_validation_000010,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.98,True,False,1436,299,d9ae1018167dba5e,0.42857142857142855,,1.0,,0.42857142857142855,,1.0,,1.0,,1.0,,0.28067499999999995,,,0.42857142857142855,1.0,0.3613839285714339,0.06718749999999463,0.3693750000000059,0.059196428571422655,0.42857142857142855,,2,,,,,0,False,2,False,False,False,False,positive,True,True,False,True,3,3
sst2_validation_000529,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1285,359,b04c96a0a49e1956,0.8333333333333334,0.7142857142857143,0.8,0.8571428571428571,0.6666666666666666,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,0.20616299999999996,-0.3333333333333334,0.33333333333333326,0.7285714285714284,1.0,0.22317586940836995,0.5053955591630584,0.25804629509379545,0.470525133477633,0.75,0.6428571428571428,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,5,4
sst2_validation_000007,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.95,True,False,965,191,bed5ce4a26311b72,0.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.32567499999999994,,,0.0,0.0,0.20174999999999726,-0.20174999999999726,0.25166666666666104,-0.25166666666666104,0.0,,2,-1.5000000000000004,-1.5000000000000004,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
sst2_validation_000312,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.85,True,False,1247,237,c4f7026cf0a8528a,0.5,,1.0,,0.5,,0.6666666666666666,,1.0,,0.6666666666666666,,0.22599999999999992,,,0.5,0.6666666666666666,0.3629500000000034,0.13704999999999662,0.38205000000000483,0.11794999999999517,0.5,,2,0.21259842519685032,0.21259842519685032,,,1,False,0,False,False,False,True,,True,True,False,True,2,2
sst2_validation_000498,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1179,274,5f77cecbddbdff28,0.4,0.3333333333333333,0.2,0.25,0.4,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.20844999999999997,,,0.3433333333333333,0.8666666666666666,0.16937500000000044,0.17395833333333288,0.18163499999999982,0.1616983333333335,0.4,0.3333333333333333,4,0.7629032258064515,0.2887096774193548,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,1,1
sst2_validation_000704,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1102,248,ea1645fe59cb3b1a,0.16666666666666666,,0.5,,0.4,,0.3333333333333333,,0.6666666666666666,,0.6666666666666666,,0.13545,,,0.2833333333333333,0.5,0.29554583333332946,-0.01221249999999613,0.30860833333332804,-0.02527499999999472,0.2833333333333333,,2,-0.028871391076115596,-0.028871391076115596,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
sst2_validation_000211,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,positive,0.95,False,False,1207,314,feee7215259975eb,0.0,0.25,0.6,0.0,0.16666666666666666,0.25,0.0,1.0,0.75,0.0,0.3333333333333333,1.0,0.25367499999999993,,,0.13333333333333333,0.4666666666666666,0.16929166666666692,-0.03595833333333359,0.17907499999999954,-0.04574166666666621,0.08333333333333333,0.25,4,0.04838709677419347,-0.35483870967741943,1.0,-0.5000000000000001,3,True,0,True,True,False,False,negative,True,True,True,True,1,0
sst2_validation_000287,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1504,442,bed1fd6f76e1565c,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.25,0.3333333333333333,1.0,1.0,1.0,0.0,0.5,1.0,0.41734154285714287,,,0.20238095238095238,0.7,0.08150833333333304,0.12087261904761934,0.08798273809523784,0.11439821428571455,0.26785714285714285,0.23809523809523808,4,0.49694749694749696,0.6336996336996337,1.0,-0.14285714285714285,3,True,1,True,True,False,False,negative,True,True,True,True,2,0
sst2_validation_000838,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.95,True,False,1430,296,2412de35b11c862a,0.0,,0.5,,0.0,,0.0,,0.6666666666666666,,0.0,,0.23544999999999994,,,0.0,0.0,0.13108333333333322,-0.13108333333333322,0.1426666666666666,-0.1426666666666666,0.0,,2,-0.24822695035460993,-0.24822695035460993,,,1,False,0,False,False,False,False,negative,True,True,False,True,0,0
sst2_validation_000474,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.95,True,False,999,196,aef980d489c56654,0.5,0.6666666666666666,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,0.17099999999999996,,,0.5166666666666666,0.7666666666666666,0.530899999999996,-0.014233333333329434,0.5359333333333292,-0.019266666666662546,0.5,0.6666666666666666,4,-0.11111111111111109,-0.3333333333333333,1.0,-1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,1
sst2_validation_000536,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.95,True,False,1179,287,d1cdbcd72ce18ca6,0.3333333333333333,0.25,0.4,0.125,0.2222222222222222,0.3333333333333333,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.23544999999999994,,,0.25277777777777777,0.8833333333333332,0.1725339898989912,0.08024378787878655,0.17560202020202162,0.07717575757575615,0.2777777777777778,0.29166666666666663,4,0.4383665052048216,-0.12326698959035677,1.0,,2,False,1,True,True,False,False,positive,True,True,True,True,2,1
sst2_validation_000253,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1660,403,8fc5af0786ea6624,0.2,,0.8,,0.25,,1.0,,1.0,,1.0,,0.32438799999999995,0.0,0.5,0.225,1.0,0.0827124999999998,0.1422875000000002,0.08818749999999961,0.1368125000000004,0.225,,2,1.0,1.0,,,1,False,0,False,False,False,False,negative,True,True,False,True,1,1
sst2_validation_000438,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1581,501,033021dbf6989281,0.2222222222222222,0.375,0.5,0.2,0.16666666666666666,0.75,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3900369021428571,0.6666666666666669,0.8333333333333335,0.3427777777777778,0.6666666666666666,0.09618999999999936,0.24658777777777843,0.10770611111111043,0.23507166666666734,0.19444444444444442,0.5625,4,0.4650275719934314,0.26642342938742847,1.0,0.12865928659286596,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000018,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.85,True,False,1461,233,9d30adc03789cc7c,0.75,0.6666666666666666,1.0,0.5,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.22599999999999992,,,0.6666666666666666,1.0,0.5858749999999974,0.08079166666666926,0.5849999999999975,0.08166666666666911,0.75,0.6666666666666666,4,1.0,,1.0,,1,False,3,True,False,True,True,positive,True,True,True,True,3,2
sst2_validation_000666,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1139,267,79fdd572735f0aa0,0.75,0.3333333333333333,0.5,0.25,0.4,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3066939999999999,,,0.4133333333333334,0.9333333333333332,0.1354200000000005,0.2779133333333329,0.1528166666666672,0.2605166666666662,0.575,0.3333333333333333,4,0.8929961089494164,0.6789883268482491,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,2,1
sst2_validation_000723,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.98,True,False,1191,278,5f9eba5d809bcaeb,0.4,1.0,1.0,0.4,0.4,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.28067499999999995,,,0.6399999999999999,0.7999999999999999,0.2177316666666656,0.4222683333333343,0.25755333333333114,0.38244666666666877,0.4,1.0,4,0.5527156549520766,0.32907348242811507,1.0,0.32907348242811507,3,True,0,True,True,False,False,negative,True,True,True,True,3,2
sst2_validation_000423,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.85,True,False,1082,232,ec24084067e92b7a,0.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.17099999999999996,,,0.26666666666666666,0.4,0.21564166666666656,0.0510250000000001,0.23046666666666607,0.03620000000000059,0.0,0.6666666666666666,4,-0.16666666666666666,-1.0,1.0,-0.49999999999999994,3,True,0,True,True,False,False,positive,True,True,True,True,2,0
sst2_validation_000436,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,991,181,aa8565930b325dea,0.4,,1.0,,0.4,,0.6666666666666666,,1.0,,0.6666666666666666,,0.27099999999999996,,,0.4,0.6666666666666666,0.5388624999999932,-0.13886249999999323,0.5645874999999962,-0.16458749999999622,0.4,,2,-0.6666666666666669,-0.6666666666666669,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000665,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,1144,314,3c96c3fc1045fafc,0.4,0.4,0.75,0.0,0.5,0.2,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,0.32567499999999994,,,0.3,0.4666666666666667,0.2117166666666647,0.0882833333333353,0.2947999999999972,0.0052000000000028135,0.45,0.30000000000000004,4,0.08814093487958373,0.3517108809429418,0.16401536478027234,-0.25130344108446295,3,True,0,True,True,False,False,negative,True,True,True,True,3,0
sst2_validation_000657,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,1016,246,b68aba988a2aa373,0.6,1.0,1.0,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27099999999999996,,,0.76,1.0,0.2623247619047616,0.4976752380952384,0.4372276190476283,0.3227723809523717,0.6,1.0,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,3
sst2_validation_000361,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,1086,293,53ae850b6f80a8dd,0.2857142857142857,0.2,,0.4,,,0.5,0.5,,1.0,,,,,,0.29523809523809524,0.6666666666666666,0.1994813492063481,0.09575674603174714,0.23745853174603163,0.05777956349206362,0.2857142857142857,0.2,2,0.38506832862661083,0.028220858895705477,0.126984126984127,1.0,3,True,0,True,True,False,False,positive,True,True,True,False,1,1
sst2_validation_000394,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,1449,505,67a8763d00facc6b,0.42857142857142855,0.14285714285714285,0.25,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.34156102857142845,,,0.3476190476190476,0.9333333333333332,0.08429499999999952,0.2633240476190481,0.16981626984126863,0.17780277777777898,0.4642857142857143,0.23809523809523808,4,0.9067854694996572,0.7203564084989719,1.0,1.0,3,True,1,True,True,False,False,negative,True,True,True,True,2,1
sst2_validation_000228,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,999,251,121db9f475afa812,0.75,0.6666666666666666,1.0,0.5,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.22599999999999992,,,0.6666666666666666,1.0,0.2431966666666645,0.4234700000000021,0.28043833333332957,0.38622833333333706,0.75,0.6666666666666666,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,3,2
