instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,overlap_H_R,overlap_H_CF,overlap_H_RO,overlap_R_CF,overlap_R_RO,overlap_CF_RO,rbo_H_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,ecs_extraction_rationale,ecs_extraction_perturbation,ecs_primary_pairs,cf_flip_verified,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
mnli_validation_matched_007354,mnli,llama-3.3-70b-versatile,entailment,entailment,0.0,True,False,1694,407,d03a6bac45bd33be,0.25,0.25,,0.0,,,1.0,1.0,,0.0,,,,,,0.16666666666666666,0.25,0.25,2,True,contradiction,True,True,True,False,0,0
mnli_validation_matched_007556,mnli,llama-3.3-70b-versatile,entailment,entailment,0.0,True,False,2974,598,b8619d83a5f459e3,0.3076923076923077,0.0,0.2,0.25,0.1,0.0,0.5,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.19108438907142855,,,0.13153846153846155,0.3076923076923077,0.0,2,True,contradiction,True,True,True,True,1,0
mnli_validation_matched_006801,mnli,llama-3.3-70b-versatile,contradiction,contradiction,0.0,True,False,2624,598,a23647bceb96e5d0,0.08333333333333333,0.2222222222222222,,0.0,,,0.2,0.6666666666666666,,0.0,,,,,,0.10185185185185185,0.08333333333333333,0.2222222222222222,2,True,entailment,True,True,True,False,0,0
mnli_validation_matched_005549,mnli,llama-3.3-70b-versatile,neutral,neutral,0.0,True,False,2622,516,573b8c907f1848b8,0.5384615384615384,0.36363636363636365,0.1,0.35714285714285715,0.15384615384615385,0.1111111111111111,0.875,0.5714285714285714,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.0,,,0.3048396048396048,0.5384615384615384,0.36363636363636365,2,True,entailment,True,True,True,True,5,0
ag_news_test_004983,ag_news,llama-3.3-70b-versatile,Sci/Tech,Sci/Tech,0.0,True,False,2765,484,d090938e39303f01,0.375,,0.42857142857142855,,0.16666666666666666,,0.75,,1.0,,0.3333333333333333,,0.04878051428571428,,,0.2708333333333333,0.375,,1,False,,True,True,False,True,1,1
ag_news_test_001223,ag_news,llama-3.3-70b-versatile,Business,Business,0.0,True,False,3659,574,9d013e566f583003,0.8571428571428571,,0.42857142857142855,,0.5,,1.0,,1.0,,1.0,,0.15156102857142856,,,0.6785714285714286,0.8571428571428571,,1,False,Business,True,True,False,True,3,3
ag_news_test_003283,ag_news,llama-3.3-70b-versatile,Sports,Sports,0.0,True,False,3604,623,6b8688d9df4228aa,0.3333333333333333,0.5454545454545454,0.3333333333333333,0.2222222222222222,0.0,0.375,1.0,0.75,1.0,0.6666666666666666,0.0,1.0,0.059542194535714285,,,0.29520202020202013,0.3333333333333333,0.5454545454545454,2,True,Business,True,True,True,True,5,0
ag_news_test_002300,ag_news,llama-3.3-70b-versatile,World,Business,0.0,False,False,3512,570,35784201bb6c9372,0.1111111111111111,,0.25,,0.5,,0.3333333333333333,,0.6666666666666666,,0.6666666666666666,,0.13821402857142853,,,0.3055555555555556,0.1111111111111111,,1,False,Business,True,True,False,True,1,1
ag_news_test_000981,ag_news,llama-3.3-70b-versatile,Sci/Tech,Sci/Tech,0.0,True,False,3002,465,738fa585e9337bf6,0.6666666666666666,,0.75,,0.5,,1.0,,1.0,,1.0,,0.14804099999999998,,,0.5833333333333333,0.6666666666666666,,1,False,Sci/Tech,True,True,False,True,3,3
ag_news_test_003796,ag_news,llama-3.3-70b-versatile,Business,Sci/Tech,0.0,False,False,3814,740,d0f694ea81775b10,0.18181818181818182,,0.375,,0.3333333333333333,,0.4,,1.0,,0.6666666666666666,,0.07351717660714285,,,0.25757575757575757,0.18181818181818182,,1,False,Sci/Tech,True,True,False,True,2,2
ag_news_test_002873,ag_news,llama-3.3-70b-versatile,Business,Business,0.0,True,False,2807,490,1d2b82039e416b33,0.2857142857142857,,0.42857142857142855,,0.25,,1.0,,1.0,,0.5,,0.32711654285714276,,,0.26785714285714285,0.2857142857142857,,1,False,,True,True,False,True,1,1
