instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,overlap_H_R,overlap_H_CF,overlap_H_RO,overlap_R_CF,overlap_R_RO,overlap_CF_RO,rbo_H_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,ecs_overlap,ecs_random,ecs_lift,ecs_random_weighted,ecs_lift_weighted,ecs_extraction_rationale,ecs_extraction_perturbation,ecs_primary_pairs,cf_flip_verified,cf_valid_first_attempt,cf_corrected,ro_self_corrected,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
sst2_validation_000361,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1336,291,53ae850b6f80a8dd,0.0,,0.4,,0.25,,0.0,,0.6666666666666666,,0.5,,0.20844999999999997,,,0.125,0.25,0.09042083333333295,0.03457916666666705,0.17054583333333162,-0.04554583333333162,0.125,,2,False,False,False,True,,True,True,False,True,0,0
sst2_validation_000394,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1505,460,67a8763d00facc6b,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.41734154285714287,,,0.6095238095238095,1.0,0.06330412698412734,0.5462196825396821,0.11467420634920569,0.4948496031746038,0.7142857142857143,0.47619047619047616,4,True,True,False,False,negative,True,True,True,True,3,2
sst2_validation_000228,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,1058,243,121db9f475afa812,0.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.32567499999999994,,,0.26666666666666666,0.4,0.10218333333333338,0.1644833333333333,0.21046666666666694,0.05619999999999972,0.0,0.6666666666666666,4,True,True,False,False,negative,True,True,True,True,2,0
sst2_validation_000188,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.99,True,False,1060,265,6c16dd54d427ba05,0.6666666666666666,,1.0,,0.6666666666666666,,1.0,,1.0,,1.0,,0.36504099999999995,,,0.6666666666666666,1.0,0.09727083333333328,0.5693958333333333,0.20493750000000055,0.4617291666666661,0.6666666666666666,,2,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000513,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.85,True,False,1338,390,66ffc0207e802d03,0.125,,0.5,,0.0,,0.3333333333333333,,1.0,,0.0,,0.36756549999999993,,,0.0625,0.16666666666666666,0.08080000000000007,-0.018300000000000066,0.14349285714285567,-0.08099285714285567,0.0625,,2,False,False,False,False,,True,True,False,True,0,0
sst2_validation_000010,sst2,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.98,True,False,1086,258,d9ae1018167dba5e,0.42857142857142855,0.6666666666666666,1.0,0.2857142857142857,0.42857142857142855,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.28067499999999995,,,0.49523809523809526,1.0,0.1907807539682529,0.30445734126984236,0.28552440476190655,0.2097136904761887,0.42857142857142855,0.6666666666666666,4,True,True,False,False,negative,True,True,True,True,3,2
sst2_validation_000529,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.98,True,False,1206,343,b04c96a0a49e1956,0.8333333333333334,,0.8,,0.6666666666666666,,1.0,,1.0,,1.0,,0.20616299999999996,-0.3333333333333334,0.33333333333333326,0.75,1.0,0.15201071428571522,0.5979892857142848,0.24108224206349263,0.5089177579365074,0.75,,2,False,False,False,False,,True,True,False,True,4,4
sst2_validation_000007,sst2,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.95,True,False,1169,196,bed5ce4a26311b72,,,1.0,,,,,,1.0,,,,0.27099999999999996,,,,,,,,,,,0,False,False,False,True,,True,False,False,True,0,0
sst2_validation_000665,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,1129,313,3c96c3fc1045fafc,0.0,0.4,0.4,0.0,0.25,0.2,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.3333333333333333,0.09044999999999999,,,0.17,0.29999999999999993,0.083663333333333,0.086336666666667,0.23838999999999758,-0.06838999999999756,0.125,0.30000000000000004,4,True,True,False,False,negative,True,True,True,True,1,0
sst2_validation_000657,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,1000,237,b68aba988a2aa373,0.4,0.6666666666666666,1.0,0.5,0.4,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.27099999999999996,,,0.5266666666666666,0.8666666666666666,0.19139166666666624,0.3352750000000004,0.363894999999996,0.1627716666666706,0.4,0.6666666666666666,4,True,True,False,False,positive,True,True,True,True,2,2
sst2_validation_000361,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,1071,289,53ae850b6f80a8dd,0.5,0.2,,0.4,,,0.75,0.5,,1.0,,,,,,0.3666666666666667,0.75,0.11180099206349138,0.25486567460317533,0.261090873015873,0.10557579365079367,0.5,0.2,2,True,True,False,False,positive,True,True,True,False,1,1
sst2_validation_000394,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,1434,460,67a8763d00facc6b,0.42857142857142855,0.14285714285714285,0.25,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.34156102857142845,,,0.3476190476190476,0.9333333333333332,0.050613650793651176,0.29700539682539645,0.16981626984126863,0.17780277777777898,0.4642857142857143,0.23809523809523808,4,True,True,False,False,negative,True,True,True,True,2,1
sst2_validation_000228,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,984,254,121db9f475afa812,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.27099999999999996,,,0.5999999999999999,0.8666666666666666,0.11251666666666589,0.487483333333334,0.2747383333333343,0.32526166666666556,0.5,0.6666666666666666,4,True,True,False,False,negative,True,True,True,True,2,2
sst2_validation_000188,sst2,deepseek.v3-v1:0,negative,negative,1.0,True,False,1066,284,6c16dd54d427ba05,0.3333333333333333,0.6666666666666666,0.5,0.4,0.6,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.14399999999999996,,,0.5333333333333333,0.9333333333333332,0.11998738095238093,0.4133459523809524,0.3136002380952408,0.21973309523809254,0.4666666666666667,0.6666666666666666,4,True,True,False,False,positive,True,True,True,True,2,2
sst2_validation_000513,sst2,deepseek.v3-v1:0,negative,negative,0.85,True,False,1629,418,66ffc0207e802d03,,0.3333333333333333,0.2857142857142857,,,0.25,,1.0,0.6666666666666666,,,0.5,0.22302999999999992,,,0.29166666666666663,0.75,0.06444642857142827,0.22722023809523836,0.1847321428571439,0.10693452380952273,,0.29166666666666663,2,True,True,False,True,positive,True,False,True,True,1,1
sst2_validation_000010,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,1308,290,d9ae1018167dba5e,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.24399999999999994,,,0.39999999999999997,0.8666666666666666,0.1268533333333322,0.27314666666666776,0.22421333333333412,0.17578666666666584,0.5,0.3333333333333333,4,True,False,True,False,negative,True,True,True,True,2,1
sst2_validation_000529,sst2,deepseek.v3-v1:0,negative,negative,0.99,True,False,1135,349,b04c96a0a49e1956,0.7142857142857143,,0.8,,0.5714285714285714,,1.0,,1.0,,1.0,,0.33316299999999993,0.6666666666666669,0.8333333333333335,0.6428571428571428,1.0,0.15982779581529444,0.48302934704184836,0.2808547258297275,0.3620024170274153,0.6428571428571428,,2,False,False,False,False,,True,True,False,True,4,4
sst2_validation_000007,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,936,198,bed5ce4a26311b72,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.27099999999999996,,,0.13333333333333333,0.4,0.11376666666666746,0.01956666666666587,0.3096666666666649,-0.1763333333333316,0.0,0.3333333333333333,4,True,True,False,False,positive,True,True,True,True,1,0
mnli_validation_matched_007919,mnli,eu.amazon.nova-pro-v1:0,neutral,neutral,0.8,True,False,1623,369,82c03589065d7755,0.3333333333333333,,,,,,1.0,,,,,,,,,,,,,,,,,0,False,False,False,False,neutral,True,True,False,False,0,0
mnli_validation_matched_008565,mnli,eu.amazon.nova-pro-v1:0,entailment,entailment,0.95,True,False,1585,510,f71b2f7bec2f3b88,0.6666666666666666,,0.6666666666666666,,1.0,,1.0,,1.0,,1.0,,0.33575399999999994,0.6666666666666669,0.8333333333333335,0.8333333333333333,1.0,0.11917499999999986,0.7141583333333335,0.20998194444444418,0.6233513888888891,0.8333333333333333,,2,False,False,False,False,,True,True,False,True,4,4
mnli_validation_matched_009319,mnli,eu.amazon.nova-pro-v1:0,neutral,entailment,0.85,False,False,1671,568,37f688ab6ac9c2c5,0.5,,0.5,,0.3333333333333333,,1.0,,1.0,,0.5,,0.16946490214285712,-0.6666666666666669,0.16666666666666657,0.41666666666666663,0.75,0.0913624458874457,0.32530422077922094,0.23251861471861263,0.184148051948054,0.41666666666666663,,2,False,False,False,False,,True,True,False,True,2,2
mnli_validation_matched_007354,mnli,eu.amazon.nova-pro-v1:0,entailment,entailment,0.95,True,False,1762,452,d03a6bac45bd33be,0.75,0.25,0.75,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.18067499999999997,,,0.5333333333333333,1.0,0.11114166666666625,0.4221916666666671,0.4707833333333326,0.06255000000000072,0.875,0.29166666666666663,4,True,True,False,True,contradiction,True,True,True,True,3,1
mnli_validation_matched_007556,mnli,eu.amazon.nova-pro-v1:0,entailment,neutral,0.7,False,False,2413,745,b8619d83a5f459e3,0.5555555555555556,,0.2727272727272727,,0.25,,1.0,,0.6,,0.4,,0.10967885807142856,,,0.4027777777777778,0.7,0.10478484709734659,0.2979929306804312,0.16117024919524914,0.24160752858252865,0.4027777777777778,,2,False,False,False,False,neutral,True,True,False,True,2,2
mnli_validation_matched_006801,mnli,eu.amazon.nova-pro-v1:0,contradiction,contradiction,0.95,True,False,1776,614,a23647bceb96e5d0,0.125,,0.3333333333333333,,0.25,,1.0,,0.75,,1.0,,0.2632776766071428,,,0.1875,1.0,0.0295625,0.1579375,0.04084375,0.14665625,0.1875,,2,False,False,False,False,,True,True,False,True,1,1
mnli_validation_matched_005549,mnli,eu.amazon.nova-pro-v1:0,neutral,neutral,0.9,True,False,1550,537,573b8c907f1848b8,0.3,,0.18181818181818182,,0.25,,0.6,,0.4,,0.4,,0.05994645107142856,,,0.275,0.5,0.11482826479076685,0.16017173520923317,0.17065759379509488,0.10434240620490515,0.275,,2,False,False,False,False,,True,True,False,True,1,1
mnli_validation_matched_006492,mnli,eu.amazon.nova-pro-v1:0,neutral,neutral,0.9,True,False,1674,360,aae0ec2710ab04a3,0.5,,0.2,,0.2,,0.6666666666666666,,0.3333333333333333,,0.3333333333333333,,0.07199999999999998,,,0.35,0.5,0.1661499999999968,0.18385000000000318,0.3102000000000012,0.03979999999999878,0.35,,2,False,False,False,False,neutral,True,True,False,True,0,0
mnli_validation_matched_009361,mnli,eu.amazon.nova-pro-v1:0,neutral,entailment,0.9,False,False,1426,371,dde94c5611b7520a,0.25,0.25,1.0,0.16666666666666666,0.25,0.25,0.5,1.0,1.0,1.0,0.5,1.0,0.2719,0.3333333333333334,0.6666666666666667,0.2333333333333333,0.8,0.10662023809523738,0.12671309523809593,0.21984126984127045,0.013492063492062861,0.25,0.25,4,True,True,False,False,contradiction,True,True,True,True,2,1
mnli_validation_matched_004122,mnli,eu.amazon.nova-pro-v1:0,contradiction,contradiction,0.95,True,False,2076,862,2e0f12cf98d38bf9,0.5,,0.2857142857142857,,0.5714285714285714,,1.0,,1.0,,1.0,,0.39175778028874997,0.0,0.5,0.5357142857142857,1.0,0.09874709736965002,0.43696718834463566,0.1807094150818243,0.3550048706324614,0.5357142857142857,,2,False,False,False,False,,True,True,False,True,4,4
mnli_validation_matched_007919,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,entailment,0.85,False,False,1742,294,82c03589065d7755,0.3333333333333333,0.3333333333333333,0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.25367499999999993,,,0.26666666666666666,0.8,0.07933333333333337,0.1873333333333333,0.21823333333333061,0.04843333333333605,0.3333333333333333,0.3333333333333333,4,True,True,False,True,contradiction,True,True,True,True,2,0
mnli_validation_matched_008565,mnli,qwen.qwen3-235b-a22b-2507-v1:0,entailment,entailment,1.0,True,False,1813,440,f71b2f7bec2f3b88,0.6666666666666666,,0.5,,0.75,,1.0,,1.0,,1.0,,0.39456549999999996,,,0.7083333333333333,1.0,0.11268988095238097,0.5956434523809523,0.20747658730158627,0.500856746031747,0.7083333333333333,,2,False,False,False,False,,True,True,False,True,3,3
mnli_validation_matched_009319,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,entailment,0.9,False,False,1769,472,37f688ab6ac9c2c5,0.875,,0.625,,0.7142857142857143,,1.0,,1.0,,1.0,,0.3133826276785714,0.39999999999999997,0.7,0.7946428571428572,1.0,0.13075001248751306,0.6638928446553441,0.35159374167499263,0.4430491154678646,0.7946428571428572,,2,False,False,False,False,,True,True,False,True,5,5
mnli_validation_matched_007354,mnli,qwen.qwen3-235b-a22b-2507-v1:0,entailment,entailment,0.98,True,False,1839,383,d03a6bac45bd33be,1.0,,0.75,,0.75,,1.0,,1.0,,1.0,,0.18067499999999997,,,0.875,1.0,0.1868601190476204,0.6881398809523795,0.875,0.0,0.875,,2,False,False,False,True,,True,True,False,True,3,3
mnli_validation_matched_007556,mnli,qwen.qwen3-235b-a22b-2507-v1:0,entailment,neutral,0.85,False,False,1882,646,b8619d83a5f459e3,,,,,0.6666666666666666,,,,,,0.8,,,,,,,,,,,,,0,False,False,False,False,,False,True,False,True,0,0
mnli_validation_matched_006801,mnli,qwen.qwen3-235b-a22b-2507-v1:0,contradiction,contradiction,0.98,True,False,2282,534,a23647bceb96e5d0,0.2727272727272727,,0.4444444444444444,,0.2222222222222222,,0.5,,0.8,,0.4,,0.07949588785714284,0.6666666666666669,0.8333333333333335,0.24747474747474746,0.45,0.10470004162504015,0.1427747058497073,0.15207169080919125,0.09540305666555621,0.24747474747474746,,2,False,False,False,True,,True,True,False,True,1,1
mnli_validation_matched_005549,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,neutral,0.92,True,False,2292,535,573b8c907f1848b8,0.6363636363636364,,0.2,,0.2727272727272727,,0.875,,0.5,,0.75,,0.16329345107142854,,,0.45454545454545453,0.8125,0.15062613207870287,0.3039193224667517,0.23987092209261235,0.21467453245284218,0.45454545454545453,,2,False,False,False,False,neutral,True,True,False,True,2,2
mnli_validation_matched_006492,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,contradiction,0.95,False,False,1414,272,aae0ec2710ab04a3,0.75,,0.5,,0.75,,1.0,,0.6666666666666666,,1.0,,0.13545,,,0.75,1.0,0.1869166666666674,0.5630833333333326,0.3566749999999913,0.3933250000000087,0.75,,2,False,False,False,False,,True,True,False,True,2,2
mnli_validation_matched_009361,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,neutral,0.85,True,False,1750,327,dde94c5611b7520a,0.125,,0.3333333333333333,,0.2857142857142857,,0.25,,0.5,,0.5,,0.20844999999999997,,,0.20535714285714285,0.375,0.16025178571428472,0.04510535714285813,0.36927321428571924,-0.1639160714285764,0.20535714285714285,,2,False,False,False,True,,True,True,False,True,0,0
mnli_validation_matched_004122,mnli,qwen.qwen3-235b-a22b-2507-v1:0,contradiction,contradiction,0.98,True,False,2172,715,2e0f12cf98d38bf9,0.6428571428571429,,0.35714285714285715,,0.5555555555555556,,1.0,,1.0,,1.0,,0.5957587253609373,0.9999999999999999,1.0,0.5992063492063493,1.0,0.11442762084621633,0.48477872836013297,0.2564989285396434,0.3427074206667059,0.5992063492063493,,2,False,False,False,False,,True,True,False,True,5,5
mnli_validation_matched_007919,mnli,deepseek.v3-v1:0,neutral,entailment,0.9,False,False,1605,312,82c03589065d7755,0.5,0.3333333333333333,1.0,0.0,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,1.0,0.27099999999999996,,,0.3333333333333333,0.6666666666666666,0.10549333333333229,0.22784000000000104,0.351339999999999,-0.01800666666666567,0.5,0.3333333333333333,4,True,True,False,True,contradiction,True,True,True,True,3,0
mnli_validation_matched_008565,mnli,deepseek.v3-v1:0,entailment,entailment,1.0,True,False,1645,470,f71b2f7bec2f3b88,0.6666666666666666,,0.6666666666666666,,1.0,,1.0,,1.0,,1.0,,0.36375399999999997,0.3333333333333334,0.6666666666666667,0.8333333333333333,1.0,0.11917499999999986,0.7141583333333335,0.42493710317460776,0.4083962301587255,0.8333333333333333,,2,False,False,False,False,,True,True,False,True,4,4
mnli_validation_matched_009319,mnli,deepseek.v3-v1:0,neutral,entailment,0.95,False,False,1654,442,37f688ab6ac9c2c5,0.36363636363636365,,0.2222222222222222,,0.42857142857142855,,0.5714285714285714,,0.6666666666666666,,1.0,,0.16351845107142857,,,0.39610389610389607,0.7857142857142857,0.11326384726384836,0.2828400488400477,0.46750802669552793,-0.07140413059163186,0.39610389610389607,,2,False,False,False,False,,True,True,False,True,2,2
mnli_validation_matched_007354,mnli,deepseek.v3-v1:0,entailment,entailment,1.0,True,False,1498,386,d03a6bac45bd33be,1.0,0.25,,0.25,,,1.0,1.0,,1.0,,,,,,0.5,1.0,0.12049841269841344,0.37950158730158656,0.5,0.0,1.0,0.25,2,True,True,False,False,contradiction,True,True,True,False,1,1
mnli_validation_matched_007556,mnli,deepseek.v3-v1:0,entailment,neutral,0.85,False,False,1703,580,b8619d83a5f459e3,0.4,,0.18181818181818182,,0.0,,0.8,,0.5,,0.0,,0.05207887478571428,,,0.2,0.4,0.09867968836718734,0.10132031163281267,0.2001454718892205,-0.00014547188922048315,0.2,,2,False,False,False,False,,True,True,False,True,0,0
mnli_validation_matched_006801,mnli,deepseek.v3-v1:0,contradiction,contradiction,1.0,True,False,1776,564,a23647bceb96e5d0,0.4,,0.2222222222222222,,0.2857142857142857,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,0.13651845107142857,,,0.34285714285714286,0.6666666666666666,0.09066363289488194,0.2521935099622609,0.2753858648296089,0.06747127802753394,0.34285714285714286,,2,False,False,False,False,,True,True,False,True,1,1
mnli_validation_matched_005549,mnli,deepseek.v3-v1:0,neutral,neutral,0.85,True,False,2069,580,573b8c907f1848b8,0.4444444444444444,,0.375,,0.3333333333333333,,0.8,,1.0,,0.6666666666666666,,0.2768641766071428,,,0.38888888888888884,0.7333333333333334,0.10156080447330568,0.28732808441558316,0.2112703914141442,0.17761849747474465,0.38888888888888884,,2,False,False,False,False,neutral,True,True,False,True,2,2
mnli_validation_matched_006492,mnli,deepseek.v3-v1:0,neutral,contradiction,1.0,False,False,1368,292,aae0ec2710ab04a3,0.4,0.25,1.0,0.2,0.4,0.25,0.6666666666666666,0.5,1.0,0.5,0.6666666666666666,0.5,0.12599999999999997,,,0.3,0.5666666666666667,0.15505999999999978,0.1449400000000002,0.3227549999999965,-0.022754999999996528,0.4,0.25,4,True,True,False,False,entailment,True,True,True,True,3,0
mnli_validation_matched_009361,mnli,deepseek.v3-v1:0,neutral,entailment,0.95,False,False,1436,345,dde94c5611b7520a,0.125,0.25,0.75,0.2,0.0,0.0,0.25,1.0,1.0,1.0,0.0,0.0,0.25367499999999993,,,0.11499999999999999,0.45,0.09529904761904753,0.019700952380952458,0.30261202380952407,-0.18761202380952408,0.0625,0.125,4,True,True,False,False,neutral,True,True,True,True,1,0
mnli_validation_matched_004122,mnli,deepseek.v3-v1:0,contradiction,contradiction,0.95,True,False,2055,709,2e0f12cf98d38bf9,0.21052631578947367,,0.13333333333333333,,0.3333333333333333,,0.4444444444444444,,0.6666666666666666,,1.0,,0.24537889014437492,,,0.27192982456140347,0.7222222222222222,0.10206124555484157,0.16986857900656188,0.3114709071726769,-0.039541082611273426,0.27192982456140347,,2,False,False,False,False,,True,True,False,True,2,2
ag_news_test_004983,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,2040,536,d090938e39303f01,0.5,,0.2222222222222222,,0.2857142857142857,,0.8,,0.5,,0.5,,0.13821402857142853,,,0.39285714285714285,0.65,0.09801842532467546,0.2948387175324674,0.17322805735930397,0.21962908549783888,0.39285714285714285,,2,False,False,False,False,Sci/Tech,True,True,False,True,1,1
ag_news_test_001223,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1555,556,9d013e566f583003,0.4,,0.5,,0.5,,0.5714285714285714,,0.8,,0.8,,0.2758970571428571,0.0,0.5,0.45,0.6857142857142857,0.1375766705516703,0.31242332944832973,0.1945063797313771,0.2554936202686229,0.45,,2,False,False,False,False,,True,True,False,True,4,4
ag_news_test_003283,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1701,648,6b8688d9df4228aa,0.2222222222222222,,0.4,,0.16666666666666666,,1.0,,0.8,,0.5,,0.19218455260714284,-0.6666666666666669,0.16666666666666657,0.19444444444444442,0.75,0.04794444444444438,0.14650000000000005,0.07771666666666621,0.11672777777777821,0.19444444444444442,,2,False,False,False,False,,True,True,False,True,1,1
ag_news_test_002300,ag_news,eu.amazon.nova-pro-v1:0,World,Business,0.9,False,False,1470,666,35784201bb6c9372,0.2727272727272727,,0.2,,0.2,,0.42857142857142855,,0.4,,0.4,,0.12837252857142853,,,0.23636363636363636,0.41428571428571426,0.11920061188811082,0.11716302447552554,0.197394043456541,0.03896959290709537,0.23636363636363636,,2,False,False,False,False,,True,True,False,True,1,1
ag_news_test_000981,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1395,380,738fa585e9337bf6,0.5,,0.6,,0.75,,0.75,,1.0,,1.0,,0.26504099999999997,,,0.625,0.875,0.09539732142857119,0.5296026785714288,0.17203660714285618,0.4529633928571438,0.625,,2,False,False,False,False,,True,True,False,True,3,3
